X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
1,0.98,514.5,294,110.25,7,2,0,0,15.55
1,0.98,514.5,294,110.25,7,3,0,0,15.55
1,0.98,514.5,294,110.25,7,4,0,0,15.55
1,0.98,514.5,294,110.25,7,5,0,0,15.55
1,0.9,563.5,318.5,122.5,7,2,0,0,20.84
1,0.9,563.5,318.5,122.5,7,3,0,0,21.46
1,0.9,563.5,318.5,122.5,7,4,0,0,20.71
1,0.9,563.5,318.5,122.5,7,5,0,0,19.68
1,0.86,588,294,147,7,2,0,0,19.5
1,0.86,588,294,147,7,3,0,0,19.95
1,0.86,588,294,147,7,4,0,0,19.34
1,0.86,588,294,147,7,5,0,0,18.31
1,0.82,612.5,318.5,147,7,2,0,0,17.05
1,0.82,612.5,318.5,147,7,3,0,0,17.41
1,0.82,612.5,318.5,147,7,4,0,0,16.95
1,0.82,612.5,318.5,147,7,5,0,0,15.98
1,0.79,637,343,147,7,2,0,0,28.52
1,0.79,637,343,147,7,3,0,0,29.9
1,0.79,637,343,147,7,4,0,0,29.63
1,0.79,637,343,147,7,5,0,0,28.75
1,0.76,661.5,416.5,122.5,7,2,0,0,24.77
1,0.76,661.5,416.5,122.5,7,3,0,0,23.93
1,0.76,661.5,416.5,122.5,7,4,0,0,24.77
1,0.76,661.5,416.5,122.5,7,5,0,0,23.93
1,0.74,686,245,220.5,3.5,2,0,0,6.07
1,0.74,686,245,220.5,3.5,3,0,0,6.05
1,0.74,686,245,220.5,3.5,4,0,0,6.01
1,0.74,686,245,220.5,3.5,5,0,0,6.04
1,0.71,710.5,269.5,220.5,3.5,2,0,0,6.37
1,0.71,710.5,269.5,220.5,3.5,3,0,0,6.4
1,0.71,710.5,269.5,220.5,3.5,4,0,0,6.37
1,0.71,710.5,269.5,220.5,3.5,5,0,0,6.4
1,0.69,735,294,220.5,3.5,2,0,0,6.85
1,0.69,735,294,220.5,3.5,3,0,0,6.79
1,0.69,735,294,220.5,3.5,4,0,0,6.77
1,0.69,735,294,220.5,3.5,5,0,0,6.81
1,0.66,759.5,318.5,220.5,3.5,2,0,0,7.18
1,0.66,759.5,318.5,220.5,3.5,3,0,0,7.1
1,0.66,759.5,318.5,220.5,3.5,4,0,0,7.1
1,0.66,759.5,318.5,220.5,3.5,5,0,0,7.1
1,0.64,784,343,220.5,3.5,2,0,0,10.85
1,0.64,784,343,220.5,3.5,3,0,0,10.54
1,0.64,784,343,220.5,3.5,4,0,0,10.77
1,0.64,784,343,220.5,3.5,5,0,0,10.56
1,0.62,808.5,367.5,220.5,3.5,2,0,0,8.6
1,0.62,808.5,367.5,220.5,3.5,3,0,0,8.49
1,0.62,808.5,367.5,220.5,3.5,4,0,0,8.45
1,0.62,808.5,367.5,220.5,3.5,5,0,0,8.5
1,0.98,514.5,294,110.25,7,2,0.1,1,24.58
1,0.98,514.5,294,110.25,7,3,0.1,1,24.63
1,0.98,514.5,294,110.25,7,4,0.1,1,24.63
1,0.98,514.5,294,110.25,7,5,0.1,1,24.59
1,0.9,563.5,318.5,122.5,7,2,0.1,1,29.03
1,0.9,563.5,318.5,122.5,7,3,0.1,1,29.87
1,0.9,563.5,318.5,122.5,7,4,0.1,1,29.14
1,0.9,563.5,318.5,122.5,7,5,0.1,1,28.09
1,0.86,588,294,147,7,2,0.1,1,26.28
1,0.86,588,294,147,7,3,0.1,1,26.91
1,0.86,588,294,147,7,4,0.1,1,26.37
1,0.86,588,294,147,7,5,0.1,1,25.27
1,0.82,612.5,318.5,147,7,2,0.1,1,23.53
1,0.82,612.5,318.5,147,7,3,0.1,1,24.03
1,0.82,612.5,318.5,147,7,4,0.1,1,23.54
1,0.82,612.5,318.5,147,7,5,0.1,1,22.58
1,0.79,637,343,147,7,2,0.1,1,35.56
1,0.79,637,343,147,7,3,0.1,1,37.12
1,0.79,637,343,147,7,4,0.1,1,36.9
1,0.79,637,343,147,7,5,0.1,1,35.94
1,0.76,661.5,416.5,122.5,7,2,0.1,1,32.96
1,0.76,661.5,416.5,122.5,7,3,0.1,1,32.12
1,0.76,661.5,416.5,122.5,7,4,0.1,1,32.94
1,0.76,661.5,416.5,122.5,7,5,0.1,1,32.21
1,0.74,686,245,220.5,3.5,2,0.1,1,10.36
1,0.74,686,245,220.5,3.5,3,0.1,1,10.43
1,0.74,686,245,220.5,3.5,4,0.1,1,10.36
1,0.74,686,245,220.5,3.5,5,0.1,1,10.39
1,0.71,710.5,269.5,220.5,3.5,2,0.1,1,10.71
1,0.71,710.5,269.5,220.5,3.5,3,0.1,1,10.8
1,0.71,710.5,269.5,220.5,3.5,4,0.1,1,10.7
1,0.71,710.5,269.5,220.5,3.5,5,0.1,1,10.75
1,0.69,735,294,220.5,3.5,2,0.1,1,11.11
1,0.69,735,294,220.5,3.5,3,0.1,1,11.13
1,0.69,735,294,220.5,3.5,4,0.1,1,11.09
1,0.69,735,294,220.5,3.5,5,0.1,1,11.16
1,0.66,759.5,318.5,220.5,3.5,2,0.1,1,11.68
1,0.66,759.5,318.5,220.5,3.5,3,0.1,1,11.69
1,0.66,759.5,318.5,220.5,3.5,4,0.1,1,11.7
1,0.66,759.5,318.5,220.5,3.5,5,0.1,1,11.69
1,0.64,784,343,220.5,3.5,2,0.1,1,15.41
1,0.64,784,343,220.5,3.5,3,0.1,1,15.2
1,0.64,784,343,220.5,3.5,4,0.1,1,15.42
1,0.64,784,343,220.5,3.5,5,0.1,1,15.21
1,0.62,808.5,367.5,220.5,3.5,2,0.1,1,12.96
1,0.62,808.5,367.5,220.5,3.5,3,0.1,1,12.97
1,0.62,808.5,367.5,220.5,3.5,4,0.1,1,12.93
1,0.62,808.5,367.5,220.5,3.5,5,0.1,1,13.02
1,0.98,514.5,294,110.25,7,2,0.1,2,24.29
1,0.98,514.5,294,110.25,7,3,0.1,2,24.31
1,0.98,514.5,294,110.25,7,4,0.1,2,24.13
1,0.98,514.5,294,110.25,7,5,0.1,2,24.25
1,0.9,563.5,318.5,122.5,7,2,0.1,2,28.88
1,0.9,563.5,318.5,122.5,7,3,0.1,2,29.68
1,0.9,563.5,318.5,122.5,7,4,0.1,2,28.83
1,0.9,563.5,318.5,122.5,7,5,0.1,2,27.9
1,0.86,588,294,147,7,2,0.1,2,26.48
1,0.86,588,294,147,7,3,0.1,2,27.02
1,0.86,588,294,147,7,4,0.1,2,26.33
1,0.86,588,294,147,7,5,0.1,2,25.36
1,0.82,612.5,318.5,147,7,2,0.1,2,23.75
1,0.82,612.5,318.5,147,7,3,0.1,2,24.23
1,0.82,612.5,318.5,147,7,4,0.1,2,23.67
1,0.82,612.5,318.5,147,7,5,0.1,2,22.79
1,0.79,637,343,147,7,2,0.1,2,35.65
1,0.79,637,343,147,7,3,0.1,2,37.26
1,0.79,637,343,147,7,4,0.1,2,36.97
1,0.79,637,343,147,7,5,0.1,2,36.03
1,0.76,661.5,416.5,122.5,7,2,0.1,2,33.16
1,0.76,661.5,416.5,122.5,7,3,0.1,2,32.4
1,0.76,661.5,416.5,122.5,7,4,0.1,2,33.12
1,0.76,661.5,416.5,122.5,7,5,0.1,2,32.41
1,0.74,686,245,220.5,3.5,2,0.1,2,10.42
1,0.74,686,245,220.5,3.5,3,0.1,2,10.46
1,0.74,686,245,220.5,3.5,4,0.1,2,10.32
1,0.74,686,245,220.5,3.5,5,0.1,2,10.45
1,0.71,710.5,269.5,220.5,3.5,2,0.1,2,10.64
1,0.71,710.5,269.5,220.5,3.5,3,0.1,2,10.72
1,0.71,710.5,269.5,220.5,3.5,4,0.1,2,10.55
1,0.71,710.5,269.5,220.5,3.5,5,0.1,2,10.68
1,0.69,735,294,220.5,3.5,2,0.1,2,11.45
1,0.69,735,294,220.5,3.5,3,0.1,2,11.46
1,0.69,735,294,220.5,3.5,4,0.1,2,11.32
1,0.69,735,294,220.5,3.5,5,0.1,2,11.49
1,0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.45
1,0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.42
1,0.66,759.5,318.5,220.5,3.5,4,0.1,2,11.33
1,0.66,759.5,318.5,220.5,3.5,5,0.1,2,11.43
1,0.64,784,343,220.5,3.5,2,0.1,2,15.41
1,0.64,784,343,220.5,3.5,3,0.1,2,15.18
1,0.64,784,343,220.5,3.5,4,0.1,2,15.34
1,0.64,784,343,220.5,3.5,5,0.1,2,15.19
1,0.62,808.5,367.5,220.5,3.5,2,0.1,2,12.88
1,0.62,808.5,367.5,220.5,3.5,3,0.1,2,13
1,0.62,808.5,367.5,220.5,3.5,4,0.1,2,12.97
1,0.62,808.5,367.5,220.5,3.5,5,0.1,2,13.04
1,0.98,514.5,294,110.25,7,2,0.1,3,24.28
1,0.98,514.5,294,110.25,7,3,0.1,3,24.4
1,0.98,514.5,294,110.25,7,4,0.1,3,24.11
1,0.98,514.5,294,110.25,7,5,0.1,3,24.35
1,0.9,563.5,318.5,122.5,7,2,0.1,3,28.07
1,0.9,563.5,318.5,122.5,7,3,0.1,3,29.01
1,0.9,563.5,318.5,122.5,7,4,0.1,3,29.62
1,0.9,563.5,318.5,122.5,7,5,0.1,3,29.05
1,0.86,588,294,147,7,2,0.1,3,25.41
1,0.86,588,294,147,7,3,0.1,3,26.47
1,0.86,588,294,147,7,4,0.1,3,26.89
1,0.86,588,294,147,7,5,0.1,3,26.46
1,0.82,612.5,318.5,147,7,2,0.1,3,22.93
1,0.82,612.5,318.5,147,7,3,0.1,3,23.84
1,0.82,612.5,318.5,147,7,4,0.1,3,24.17
1,0.82,612.5,318.5,147,7,5,0.1,3,23.87
1,0.79,637,343,147,7,2,0.1,3,35.78
1,0.79,637,343,147,7,3,0.1,3,35.48
1,0.79,637,343,147,7,4,0.1,3,36.97
1,0.79,637,343,147,7,5,0.1,3,36.7
1,0.76,661.5,416.5,122.5,7,2,0.1,3,32.52
1,0.76,661.5,416.5,122.5,7,3,0.1,3,33.28
1,0.76,661.5,416.5,122.5,7,4,0.1,3,32.33
1,0.76,661.5,416.5,122.5,7,5,0.1,3,33.24
1,0.74,686,245,220.5,3.5,2,0.1,3,10.39
1,0.74,686,245,220.5,3.5,3,0.1,3,10.34
1,0.74,686,245,220.5,3.5,4,0.1,3,10.35
1,0.74,686,245,220.5,3.5,5,0.1,3,10.38
1,0.71,710.5,269.5,220.5,3.5,2,0.1,3,10.77
1,0.71,710.5,269.5,220.5,3.5,3,0.1,3,10.68
1,0.71,710.5,269.5,220.5,3.5,4,0.1,3,10.68
1,0.71,710.5,269.5,220.5,3.5,5,0.1,3,10.7
1,0.69,735,294,220.5,3.5,2,0.1,3,11.22
1,0.69,735,294,220.5,3.5,3,0.1,3,11.16
1,0.69,735,294,220.5,3.5,4,0.1,3,11.1
1,0.69,735,294,220.5,3.5,5,0.1,3,11.14
1,0.66,759.5,318.5,220.5,3.5,2,0.1,3,11.59
1,0.66,759.5,318.5,220.5,3.5,3,0.1,3,11.6
1,0.66,759.5,318.5,220.5,3.5,4,0.1,3,11.53
1,0.66,759.5,318.5,220.5,3.5,5,0.1,3,11.61
1,0.64,784,343,220.5,3.5,2,0.1,3,15.16
1,0.64,784,343,220.5,3.5,3,0.1,3,15.36
1,0.64,784,343,220.5,3.5,4,0.1,3,15.12
1,0.64,784,343,220.5,3.5,5,0.1,3,15.36
1,0.62,808.5,367.5,220.5,3.5,2,0.1,3,12.68
1,0.62,808.5,367.5,220.5,3.5,3,0.1,3,12.63
1,0.62,808.5,367.5,220.5,3.5,4,0.1,3,12.71
1,0.62,808.5,367.5,220.5,3.5,5,0.1,3,12.73
1,0.98,514.5,294,110.25,7,2,0.1,4,24.38
1,0.98,514.5,294,110.25,7,3,0.1,4,24.23
1,0.98,514.5,294,110.25,7,4,0.1,4,24.04
1,0.98,514.5,294,110.25,7,5,0.1,4,24.32
1,0.9,563.5,318.5,122.5,7,2,0.1,4,29.06
1,0.9,563.5,318.5,122.5,7,3,0.1,4,28.05
1,0.9,563.5,318.5,122.5,7,4,0.1,4,28.86
1,0.9,563.5,318.5,122.5,7,5,0.1,4,29.79
1,0.86,588,294,147,7,2,0.1,4,26.44
1,0.86,588,294,147,7,3,0.1,4,25.37
1,0.86,588,294,147,7,4,0.1,4,26.33
1,0.86,588,294,147,7,5,0.1,4,27.03
1,0.82,612.5,318.5,147,7,2,0.1,4,23.8
1,0.82,612.5,318.5,147,7,3,0.1,4,22.8
1,0.82,612.5,318.5,147,7,4,0.1,4,23.59
1,0.82,612.5,318.5,147,7,5,0.1,4,24.24
1,0.79,637,343,147,7,2,0.1,4,36.86
1,0.79,637,343,147,7,3,0.1,4,35.89
1,0.79,637,343,147,7,4,0.1,4,35.45
1,0.79,637,343,147,7,5,0.1,4,37.1
1,0.76,661.5,416.5,122.5,7,2,0.1,4,33.08
1,0.76,661.5,416.5,122.5,7,3,0.1,4,32.38
1,0.76,661.5,416.5,122.5,7,4,0.1,4,33.09
1,0.76,661.5,416.5,122.5,7,5,0.1,4,32.31
1,0.74,686,245,220.5,3.5,2,0.1,4,10.08
1,0.74,686,245,220.5,3.5,3,0.1,4,10.15
1,0.74,686,245,220.5,3.5,4,0.1,4,10.07
1,0.74,686,245,220.5,3.5,5,0.1,4,10.14
1,0.71,710.5,269.5,220.5,3.5,2,0.1,4,10.66
1,0.71,710.5,269.5,220.5,3.5,3,0.1,4,10.68
1,0.71,710.5,269.5,220.5,3.5,4,0.1,4,10.53
1,0.71,710.5,269.5,220.5,3.5,5,0.1,4,10.72
1,0.69,735,294,220.5,3.5,2,0.1,4,11.18
1,0.69,735,294,220.5,3.5,3,0.1,4,11.22
1,0.69,735,294,220.5,3.5,4,0.1,4,11.07
1,0.69,735,294,220.5,3.5,5,0.1,4,11.2
1,0.66,759.5,318.5,220.5,3.5,2,0.1,4,11.44
1,0.66,759.5,318.5,220.5,3.5,3,0.1,4,11.42
1,0.66,759.5,318.5,220.5,3.5,4,0.1,4,11.33
1,0.66,759.5,318.5,220.5,3.5,5,0.1,4,11.43
1,0.64,784,343,220.5,3.5,2,0.1,4,15.4
1,0.64,784,343,220.5,3.5,3,0.1,4,15.19
1,0.64,784,343,220.5,3.5,4,0.1,4,15.32
1,0.64,784,343,220.5,3.5,5,0.1,4,15.16
1,0.62,808.5,367.5,220.5,3.5,2,0.1,4,12.85
1,0.62,808.5,367.5,220.5,3.5,3,0.1,4,13.04
1,0.62,808.5,367.5,220.5,3.5,4,0.1,4,13
1,0.62,808.5,367.5,220.5,3.5,5,0.1,4,13
1,0.98,514.5,294,110.25,7,2,0.1,5,24.35
1,0.98,514.5,294,110.25,7,3,0.1,5,24.33
1,0.98,514.5,294,110.25,7,4,0.1,5,24.03
1,0.98,514.5,294,110.25,7,5,0.1,5,24.26
1,0.9,563.5,318.5,122.5,7,2,0.1,5,29.83
1,0.9,563.5,318.5,122.5,7,3,0.1,5,29.08
1,0.9,563.5,318.5,122.5,7,4,0.1,5,28.03
1,0.9,563.5,318.5,122.5,7,5,0.1,5,29.02
1,0.86,588,294,147,7,2,0.1,5,27.03
1,0.86,588,294,147,7,3,0.1,5,26.45
1,0.86,588,294,147,7,4,0.1,5,25.36
1,0.86,588,294,147,7,5,0.1,5,26.45
1,0.82,612.5,318.5,147,7,2,0.1,5,24.37
1,0.82,612.5,318.5,147,7,3,0.1,5,23.89
1,0.82,612.5,318.5,147,7,4,0.1,5,22.89
1,0.82,612.5,318.5,147,7,5,0.1,5,23.86
1,0.79,637,343,147,7,2,0.1,5,37.03
1,0.79,637,343,147,7,3,0.1,5,36.71
1,0.79,637,343,147,7,4,0.1,5,36.77
1,0.79,637,343,147,7,5,0.1,5,35.48
1,0.76,661.5,416.5,122.5,7,2,0.1,5,32.31
1,0.76,661.5,416.5,122.5,7,3,0.1,5,33.21
1,0.76,661.5,416.5,122.5,7,4,0.1,5,32.46
1,0.76,661.5,416.5,122.5,7,5,0.1,5,33.27
1,0.74,686,245,220.5,3.5,2,0.1,5,10.47
1,0.74,686,245,220.5,3.5,3,0.1,5,10.37
1,0.74,686,245,220.5,3.5,4,0.1,5,10.34
1,0.74,686,245,220.5,3.5,5,0.1,5,10.39
1,0.71,710.5,269.5,220.5,3.5,2,0.1,5,10.78
1,0.71,710.5,269.5,220.5,3.5,3,0.1,5,10.7
1,0.71,710.5,269.5,220.5,3.5,4,0.1,5,10.67
1,0.71,710.5,269.5,220.5,3.5,5,0.1,5,13.69
1,0.69,735,294,220.5,3.5,2,0.1,5,11.21
1,0.69,735,294,220.5,3.5,3,0.1,5,11.14
1,0.69,735,294,220.5,3.5,4,0.1,5,11.11
1,0.69,735,294,220.5,3.5,5,0.1,5,11.16
1,0.66,759.5,318.5,220.5,3.5,2,0.1,5,11.38
1,0.66,759.5,318.5,220.5,3.5,3,0.1,5,11.34
1,0.66,759.5,318.5,220.5,3.5,4,0.1,5,11.22
1,0.66,759.5,318.5,220.5,3.5,5,0.1,5,11.34
1,0.64,784,343,220.5,3.5,2,0.1,5,15.16
1,0.64,784,343,220.5,3.5,3,0.1,5,15.37
1,0.64,784,343,220.5,3.5,4,0.1,5,15.12
1,0.64,784,343,220.5,3.5,5,0.1,5,15.36
1,0.62,808.5,367.5,220.5,3.5,2,0.1,5,12.59
1,0.62,808.5,367.5,220.5,3.5,3,0.1,5,12.74
1,0.62,808.5,367.5,220.5,3.5,4,0.1,5,12.8
1,0.62,808.5,367.5,220.5,3.5,5,0.1,5,12.62
1,0.98,514.5,294,110.25,7,2,0.25,1,28.15
1,0.98,514.5,294,110.25,7,3,0.25,1,28.15
1,0.98,514.5,294,110.25,7,4,0.25,1,28.37
1,0.98,514.5,294,110.25,7,5,0.25,1,28.41
1,0.9,563.5,318.5,122.5,7,2,0.25,1,32.68
1,0.9,563.5,318.5,122.5,7,3,0.25,1,33.48
1,0.9,563.5,318.5,122.5,7,4,0.25,1,32.84
1,0.9,563.5,318.5,122.5,7,5,0.25,1,32
1,0.86,588,294,147,7,2,0.25,1,29.54
1,0.86,588,294,147,7,3,0.25,1,30.05
1,0.86,588,294,147,7,4,0.25,1,29.6
1,0.86,588,294,147,7,5,0.25,1,28.66
1,0.82,612.5,318.5,147,7,2,0.25,1,26.84
1,0.82,612.5,318.5,147,7,3,0.25,1,27.27
1,0.82,612.5,318.5,147,7,4,0.25,1,26.97
1,0.82,612.5,318.5,147,7,5,0.25,1,26.19
1,0.79,637,343,147,7,2,0.25,1,38.67
1,0.79,637,343,147,7,3,0.25,1,40.03
1,0.79,637,343,147,7,4,0.25,1,39.86
1,0.79,637,343,147,7,5,0.25,1,39.04
1,0.76,661.5,416.5,122.5,7,2,0.25,1,36.96
1,0.76,661.5,416.5,122.5,7,3,0.25,1,36.13
1,0.76,661.5,416.5,122.5,7,4,0.25,1,36.91
1,0.76,661.5,416.5,122.5,7,5,0.25,1,36.43
1,0.74,686,245,220.5,3.5,2,0.25,1,12.43
1,0.74,686,245,220.5,3.5,3,0.25,1,12.5
1,0.74,686,245,220.5,3.5,4,0.25,1,12.41
1,0.74,686,245,220.5,3.5,5,0.25,1,12.45
1,0.71,710.5,269.5,220.5,3.5,2,0.25,1,12.57
1,0.71,710.5,269.5,220.5,3.5,3,0.25,1,12.65
1,0.71,710.5,269.5,220.5,3.5,4,0.25,1,12.57
1,0.71,710.5,269.5,220.5,3.5,5,0.25,1,12.63
1,0.69,735,294,220.5,3.5,2,0.25,1,12.78
1,0.69,735,294,220.5,3.5,3,0.25,1,12.93
1,0.69,735,294,220.5,3.5,4,0.25,1,12.73
1,0.69,735,294,220.5,3.5,5,0.25,1,12.72
1,0.66,759.5,318.5,220.5,3.5,2,0.25,1,13.17
1,0.66,759.5,318.5,220.5,3.5,3,0.25,1,13.18
1,0.66,759.5,318.5,220.5,3.5,4,0.25,1,13.17
1,0.66,759.5,318.5,220.5,3.5,5,0.25,1,13.18
1,0.64,784,343,220.5,3.5,2,0.25,1,17.5
1,0.64,784,343,220.5,3.5,3,0.25,1,17.35
1,0.64,784,343,220.5,3.5,4,0.25,1,17.52
1,0.64,784,343,220.5,3.5,5,0.25,1,17.37
1,0.62,808.5,367.5,220.5,3.5,2,0.25,1,15.09
1,0.62,808.5,367.5,220.5,3.5,3,0.25,1,15.12
1,0.62,808.5,367.5,220.5,3.5,4,0.25,1,15.08
1,0.62,808.5,367.5,220.5,3.5,5,0.25,1,15.16
1,0.98,514.5,294,110.25,7,2,0.25,2,28.67
1,0.98,514.5,294,110.25,7,3,0.25,2,28.57
1,0.98,514.5,294,110.25,7,4,0.25,2,28.18
1,0.98,514.5,294,110.25,7,5,0.25,2,28.6
1,0.9,563.5,318.5,122.5,7,2,0.25,2,32.46
1,0.9,563.5,318.5,122.5,7,3,0.25,2,33.27
1,0.9,563.5,318.5,122.5,7,4,0.25,2,32.33
1,0.9,563.5,318.5,122.5,7,5,0.25,2,31.66
1,0.86,588,294,147,7,2,0.25,2,29.34
1,0.86,588,294,147,7,3,0.25,2,29.87
1,0.86,588,294,147,7,4,0.25,2,29.27
1,0.86,588,294,147,7,5,0.25,2,28.4
1,0.82,612.5,318.5,147,7,2,0.25,2,25.74
1,0.82,612.5,318.5,147,7,3,0.25,2,25.98
1,0.82,612.5,318.5,147,7,4,0.25,2,25.38
1,0.82,612.5,318.5,147,7,5,0.25,2,24.94
1,0.79,637,343,147,7,2,0.25,2,38.57
1,0.79,637,343,147,7,3,0.25,2,40.19
1,0.79,637,343,147,7,4,0.25,2,39.97
1,0.79,637,343,147,7,5,0.25,2,38.98
1,0.76,661.5,416.5,122.5,7,2,0.25,2,36.95
1,0.76,661.5,416.5,122.5,7,3,0.25,2,36.28
1,0.76,661.5,416.5,122.5,7,4,0.25,2,36.86
1,0.76,661.5,416.5,122.5,7,5,0.25,2,36.45
1,0.74,686,245,220.5,3.5,2,0.25,2,12.35
1,0.74,686,245,220.5,3.5,3,0.25,2,12.45
1,0.74,686,245,220.5,3.5,4,0.25,2,12.16
1,0.74,686,245,220.5,3.5,5,0.25,2,12.3
1,0.71,710.5,269.5,220.5,3.5,2,0.25,2,12.33
1,0.71,710.5,269.5,220.5,3.5,3,0.25,2,12.29
1,0.71,710.5,269.5,220.5,3.5,4,0.25,2,12.2
1,0.71,710.5,269.5,220.5,3.5,5,0.25,2,12.49
1,0.69,735,294,220.5,3.5,2,0.25,2,12.85
1,0.69,735,294,220.5,3.5,3,0.25,2,12.87
1,0.69,735,294,220.5,3.5,4,0.25,2,12.73
1,0.69,735,294,220.5,3.5,5,0.25,2,12.95
1,0.66,759.5,318.5,220.5,3.5,2,0.25,2,13.05
1,0.66,759.5,318.5,220.5,3.5,3,0.25,2,12.93
1,0.66,759.5,318.5,220.5,3.5,4,0.25,2,12.77
1,0.66,759.5,318.5,220.5,3.5,5,0.25,2,13
1,0.64,784,343,220.5,3.5,2,0.25,2,17.14
1,0.64,784,343,220.5,3.5,3,0.25,2,16.84
1,0.64,784,343,220.5,3.5,4,0.25,2,17.02
1,0.64,784,343,220.5,3.5,5,0.25,2,17.11
1,0.62,808.5,367.5,220.5,3.5,2,0.25,2,14.34
1,0.62,808.5,367.5,220.5,3.5,3,0.25,2,14.66
1,0.62,808.5,367.5,220.5,3.5,4,0.25,2,14.6
1,0.62,808.5,367.5,220.5,3.5,5,0.25,2,14.6
1,0.98,514.5,294,110.25,7,2,0.25,3,28.67
